Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
Q15650	Q92793	1	777	480
P02649	P55058	1	59	121
P08069	P35222	1	217	345
O14920	Q9H3D4	1	652	125
P05067	P08253	1	264	72
P08684	P11142	1	413	611
O75553	P46108	1	445	686
O75955	Q9NPG2	1	356	556
P01106	P40763	1	601	190
P21333	Q16643	1	489	466
P02545	P05121	1	42	541
P04083	P04406	1	450	326
P06493	Q5FWF5	1	559	465
P05067	P62993	1	264	231
P10809	Q9Y2Q3	1	529	169
P38398	Q92993	1	551	755
P28482	Q13153	1	558	102
P02751	P09874	1	333	752
O75955	P19320	1	356	58
P39905	Q96S59	1	613	657
P00533	Q9UBK2	1	322	711
P00441	P04406	1	361	326
P11021	Q9NTG7	1	812	779
P10415	Q07812	1	634	773
P01034	P25774	1	581	131
P48736	P54646	1	233	165
P27348	P42345	1	500	720
P03372	Q13153	1	682	102
P27348	Q5S007	1	500	133
P08670	P17861	1	469	605
Q01130	Q92993	1	463	755
P10415	P49768	1	634	798
P06730	P42704	1	369	386
P00533	P11021	1	322	812
P19838	Q14194	1	492	667
P07237	Q9BVK6	1	535	751
O14654	Q9BXM7	1	594	218
P00519	P29323	1	782	763
P09651	P61086	1	78	116
Q13315	Q9BXW9	1	726	87
P31749	P45983	1	2	375
P14317	P37840	1	467	173
P37840	Q9BXM7	1	173	218
P00533	Q9P2R7	1	322	389
Q8WW43	Q92542	1	620	690
P31749	Q9UQF2	1	2	678
P03372	Q9UBK2	1	682	711
P49810	Q02410	1	283	698
P07900	Q9BXM7	1	637	218
P10636	P27348	1	588	500
P04083	P27348	1	450	500
P07101	Q13555	1	106	797
P08133	P0CG47	1	349	709
P13693	Q16643	1	10	466
O96018	Q06481	1	509	615
P02753	P02766	1	335	53
O43889	P24593	1	436	453
P42858	Q96CV9	1	64	774
P00533	P26441	1	322	528
P01011	P20700	1	98	400
P38646	Q96EB6	1	351	153
O75475	P42574	1	803	817
P00450	P05164	1	607	629
P35670	Q9UJW0	1	706	122
P03372	Q03135	1	682	717
P01023	P01584	1	781	574
P08254	P17936	1	71	86
P52732	Q9BXM7	1	381	218
P27361	Q92879	1	180	811
P0CG47	Q03181	1	709	679
O76070	P28482	1	394	558
P50222	Q04760	1	437	718
P10644	Q9H4A3	1	636	563
P63104	Q9UBN7	1	295	722
P04637	Q00535	1	723	32
P10275	Q14457	1	54	725
P02511	P15692	1	555	212
P09622	P27348	1	776	500
P46108	Q9Y4H2	1	686	213
P07550	Q9UBN7	1	664	722
P35568	P42336	1	113	695
P10275	P29466	1	54	552
P62993	Q16539	1	231	759
P68363	Q13153	1	3	102
P10275	P56524	1	54	504
P09874	Q13451	1	752	439
P20339	Q8N6N3	1	744	422
P11137	P62993	1	79	231
P52732	Q15650	1	381	777
P10275	P40189	1	54	567
P01106	P05067	1	601	264
Q05586	Q13224	1	768	409
Q05639	Q9NYY3	1	274	672
P19838	P42858	1	492	64
P01042	Q8IVL6	1	435	33
P04629	P27797	1	171	221
P27348	P42338	1	500	693
P07550	Q6UB35	1	664	26
P04040	P32119	1	147	548
Q13310	Q15021	1	546	103
P28482	Q13127	1	558	141
P04637	P53355	1	723	370
P12830	P48730	1	730	228
P04278	Q9Y5K2	1	423	92
P05093	Q15257	1	297	234
P10275	Q92793	1	54	480
P08670	Q15628	1	469	745
P08670	P19838	1	469	492
P12277	P47712	1	699	273
P20338	Q9Y5K6	1	743	91
P12830	P20810	1	730	545
P27348	Q13469	1	500	111
P60709	Q9UBN7	1	181	722
O00418	Q16539	1	659	759
P04629	P06493	1	171	559
P27348	P35222	1	500	345
P58004	Q13501	1	653	675
P08473	P12004	1	15	814
P13987	P41597	1	261	747
P04637	P38646	1	723	351
P30533	Q14114	1	590	357
O75689	Q01130	1	497	463
P42858	Q9H9B1	1	64	410
P00533	P37840	1	322	173
O15350	Q01094	1	789	617
P04637	Q92793	1	723	480
O43426	Q08209	1	161	74
P04637	P11142	1	723	611
P00747	P08697	1	383	595
P16220	Q92793	1	468	480
P62753	Q9NRX1	1	18	533
O00418	P02768	1	659	49
P46939	Q9NRI5	1	517	360
P10809	Q16539	1	529	759
P30041	Q06830	1	223	341
Q12926	Q13148	1	276	691
P38646	Q99714	1	351	511
P29279	Q07954	1	280	163
O60502	P54257	1	204	241
P18433	P62993	1	626	231
P27348	Q01094	1	500	617
P06703	Q08752	1	250	416
Q07954	Q12879	1	163	707
P06241	Q9Y3P8	1	816	608
P0CG47	P17096	1	709	342
P12830	Q16643	1	730	466
P06241	P68363	1	816	3
P19320	P32119	1	58	548
P04141	P50222	1	712	437
P01023	P68363	1	781	3
P02753	P02768	1	335	49
P04637	P04792	1	723	484
P37231	P45983	1	259	375
P38646	Q13469	1	351	111
P22607	P62993	1	597	231
Q96S59	Q9NRI5	1	657	360
Q99523	Q9NZ52	1	647	56
O75475	P08670	1	803	469
P07900	Q5S007	1	637	133
P08603	P62993	1	815	231
O15524	O60674	1	507	354
O95433	P00533	1	632	322
P00519	P37840	1	782	173
P24386	Q92731	1	211	312
P10275	P49841	1	54	412
P14317	P42574	1	467	817
P42574	P47712	1	817	273
O14920	Q9Y4H2	1	652	213
O00429	Q9BXM7	1	440	218
P09211	P09651	1	431	78
P05067	Q13057	1	264	13
Q06481	Q92870	1	615	819
P06241	P54253	1	816	362
Q12857	Q92793	1	303	480
P54253	Q92993	1	362	755
P03372	P31749	1	682	2
P27348	P68363	1	500	3
P27361	Q07869	1	180	809
P03372	P07237	1	682	535
P46939	P48736	1	517	233
O43464	Q12933	1	55	41
P09874	P19320	1	752	58
O43602	Q00535	1	30	32
P20339	Q9ULV1	1	744	310
P08670	P11021	1	469	812
Q15853	Q9NZT1	1	648	610
O96017	Q01094	1	499	617
P00747	P06733	1	383	368
P07900	Q14457	1	637	725
P01583	P07384	1	573	754
P01106	P50570	1	601	127
O95760	P42574	1	704	817
P18031	P62993	1	19	231
P04629	Q13501	1	171	675
P05067	P14859	1	264	539
P07550	P34995	1	664	5
P10644	P22694	1	636	806
P04637	P10275	1	723	54
P08047	Q16539	1	583	759
P04637	Q9UKG1	1	723	378
P51693	Q92993	1	732	755
P19320	P63000	1	58	44
P01344	P08833	1	344	646
P04114	P07900	1	591	637
P10644	P14672	1	636	374
O14920	Q9UNN5	1	652	126
P04406	P09651	1	326	78
P19320	P60709	1	58	181
P00533	P31749	1	322	2
O00206	Q9UMX0	1	143	403
P02545	P18054	1	42	144
P04406	Q06830	1	326	341
P01023	Q07954	1	781	163
P12004	P38398	1	814	551
P02545	P12004	1	42	814
P02686	P05067	1	95	264
P20333	Q15628	1	739	745
P27361	P42858	1	180	64
P27348	Q14934	1	500	75
O00213	P00533	1	729	322
P19320	P21796	1	58	401
O43602	P04629	1	30	171
P35222	Q12933	1	345	41
Q13153	Q15078	1	102	293
P09651	Q9UQ35	1	78	432
Q15021	Q9NTG7	1	103	779
P08473	P42338	1	15	693
P05067	P49841	1	264	412
Q08209	Q13469	1	74	111
P08575	P10912	1	9	189
P04406	P63104	1	326	295
P11586	Q9NQW7	1	187	151
P08865	P62753	1	518	18
O75955	Q03135	1	356	717
P37840	Q96HU1	1	173	685
P11021	P34932	1	812	625
Q6ZW49	Q9UQ35	1	568	432
P00441	Q13526	1	361	472
Q02790	Q13501	1	192	675
P19838	Q06481	1	492	615
P21333	Q13153	1	489	102
P28340	Q5S007	1	580	133
P04637	P09651	1	723	78
P00533	P68133	1	322	329
P29279	P98160	1	280	135
P08670	P62993	1	469	231
P22694	P63165	1	806	577
P24752	Q9H4A3	1	496	563
P46939	P68133	1	517	329
O00213	P54253	1	729	362
P00533	Q96T58	1	322	661
O14757	P26599	1	487	742
P10809	P55072	1	529	495
P00441	P06733	1	361	368
P03372	P11586	1	682	187
P19320	P25705	1	58	785
O14920	P42858	1	652	64
P08047	P37198	1	583	385
P01100	P29972	1	602	287
P68363	Q5S007	1	3	133
P16220	P17096	1	468	342
P15692	P16220	1	212	468
P11142	P31749	1	611	2
P04637	Q08209	1	723	74
P19438	P38646	1	265	351
P02545	P12830	1	42	730
P00750	P27797	1	157	221
P0CG47	P38936	1	709	564
P49810	Q9Y2W7	1	283	663
P01106	Q06830	1	601	341
P50406	Q13315	1	714	726
P10909	P37231	1	772	259
P10909	P62993	1	772	231
P10636	Q00535	1	588	32
P04637	Q9H3D4	1	723	125
P00488	P00734	1	216	130
P00533	P28845	1	322	520
O96017	Q02790	1	499	192
P42574	P63000	1	817	44
P21980	Q9BXM7	1	210	218
P20336	P24386	1	737	211
Q13153	Q99828	1	102	215
P07550	P35613	1	664	457
P02545	Q96S59	1	42	657
P01106	Q96AC1	1	601	77
P06493	P12004	1	559	814
P11717	P54253	1	669	362
P34995	P43115	1	5	455
P02647	P02787	1	771	654
P09874	P25490	1	752	506
P09619	P42336	1	194	695
P17676	P28482	1	783	558
P04637	Q13501	1	723	675
P06733	P38398	1	368	551
P02751	P48061	1	333	84
P45983	P63104	1	375	295
O75436	P04629	1	483	171
O15516	Q92793	1	88	480
P09651	P10809	1	78	529
P02751	Q16698	1	333	778
P12004	Q9BXW9	1	814	87
O94779	P51693	1	521	732
P04406	P38646	1	326	351
P05067	Q6PI77	1	264	479
P34932	P78380	1	625	775
P07550	P21333	1	664	489
P01106	P17676	1	601	783
P29466	Q96P20	1	552	254
P37840	Q9NYY3	1	173	672
P04083	P47712	1	450	273
P38398	Q0VDF9	1	551	140
P01130	P11021	1	240	812
P21728	Q96S59	1	331	657
P04637	Q92993	1	723	755
P00734	P02768	1	130	49
P05198	P55212	1	207	515
P02649	P21796	1	59	401
P19320	Q13155	1	58	651
O14920	Q02790	1	652	192
P20338	P20339	1	743	744
P13639	P62993	1	183	231
P11831	P17096	1	52	342
P20338	P27361	1	743	180
P42704	Q14573	1	386	713
P06730	P62753	1	369	18
P03372	P18031	1	682	19
P12821	P50052	1	152	99
P31749	P78362	1	2	531
P17600	P29475	1	294	302
P05937	Q96S59	1	237	657
P04629	P12004	1	171	814
P02751	P21333	1	333	489
P10275	P55210	1	54	513
P01137	P08253	1	314	72
P21796	P35610	1	401	458
O14757	Q13501	1	487	675
P00533	P09211	1	322	431
P35568	Q08345	1	113	456
P29474	P49810	1	301	283
P20783	Q16620	1	202	715
P38936	Q9H3D4	1	564	125
O95197	P30556	1	757	359
P02751	P08670	1	333	469
P10275	P38398	1	54	551
P07900	Q13148	1	637	691
P11142	Q92731	1	611	312
P02751	P38646	1	333	351
P07900	P21333	1	637	489
P36956	P55055	1	320	128
Q07666	Q92731	1	746	312
P02511	Q16082	1	555	25
P03956	P16070	1	461	538
P29466	P47712	1	552	273
P23443	P45983	1	379	375
P11021	P60709	1	812	181
P04629	Q13492	1	171	540
P38646	Q5S007	1	351	133
P02647	Q9C000	1	771	282
P11831	P16220	1	52	468
Q9UJY5	Q9Y5Z0	1	606	272
P46108	Q07666	1	686	746
P18146	P48681	1	256	733
P03372	P04637	1	682	723
P13987	P42858	1	261	64
P78362	Q01130	1	531	463
P10253	P11586	1	787	187
P01275	P14735	1	222	69
P11150	Q07954	1	684	163
O00499	O14939	1	36	430
O60674	P61073	1	354	557
P25490	Q16236	1	506	315
P37231	Q02750	1	259	162
P01011	P08246	1	98	676
P26599	P35228	1	742	350
P05067	P46531	1	264	269
O75955	P06241	1	356	816
P08670	Q14457	1	469	725
P62993	Q9Y3P8	1	231	608
P37840	P68133	1	173	329
P09601	Q02297	1	418	203
P08047	P38646	1	583	351
Q92731	Q9UBK2	1	312	711
O14920	P07900	1	652	637
P00750	P27361	1	157	180
P08842	P17302	1	48	765
P02766	P98164	1	53	786
P04637	P42345	1	723	720
P14136	P31749	1	485	2
P05067	P09917	1	264	566
O00213	P45983	1	729	375
P02766	P02787	1	53	654
P11142	P61073	1	611	557
P21333	Q9Y2G2	1	489	145
P11142	Q9UBN7	1	611	722
P05362	P62753	1	230	18
Q8N6Q3	Q9Y2W7	1	635	663
P42574	Q9Y2W7	1	817	663
P00734	P02751	1	130	333
P05067	P07741	1	264	550
P27348	Q9UKX3	1	500	585
P41222	P43116	1	721	199
O15294	Q9NZC7	1	177	148
P06493	Q99714	1	559	511
P19320	Q13148	1	58	691
P14317	P68133	1	467	329
P20226	Q01105	1	525	309
P07339	P14672	1	327	374
P07900	P15692	1	637	212
P19838	P32119	1	492	548
P60709	Q8TF42	1	181	454
P46531	Q02410	1	269	698
P17676	P38398	1	783	551
P01106	P68363	1	601	3
P04637	P09936	1	723	475
P10636	P11142	1	588	611
P10809	Q5S007	1	529	133
P40189	Q9ULZ3	1	567	656
P21796	P60174	1	401	544
P22415	P36956	1	708	320
P28799	Q9NTG7	1	206	779
Q01130	Q99523	1	463	647
P01160	P06702	1	795	251
P02751	P09211	1	333	431
P02751	P21980	1	333	210
O60858	P31749	1	396	2
P24522	Q07869	1	571	809
P26599	P38646	1	742	351
O76070	P45983	1	394	375
O75436	Q96QK1	1	483	801
P01033	P08254	1	85	71
P10636	P28482	1	588	558
P10636	Q15078	1	588	293
O15350	P63165	1	789	577
P05067	Q13153	1	264	102
Q14934	Q92793	1	75	480
P08887	P40189	1	150	567
P04150	P36957	1	486	319
P04150	P06241	1	486	816
P00519	Q9Y5K6	1	782	91
P04083	P21980	1	450	210
P38398	P60174	1	551	544
P10636	Q96EB6	1	588	153
P10912	P18031	1	189	19
Q7KZI7	Q9BXM7	1	382	218
O14654	P04637	1	594	723
O60674	P40189	1	354	567
P37840	Q07812	1	173	773
Q7KZI7	Q9UQC2	1	382	245
P04637	P61086	1	723	116
P34932	Q6XZF7	1	625	112
P38398	P61086	1	551	116
P09651	P19320	1	78	58
P06733	P19838	1	368	492
P16220	P38398	1	468	551
P09874	P38936	1	752	564
O75553	Q13427	1	445	208
P16070	Q99933	1	538	24
P21796	Q9Y2Q3	1	401	169
P01106	Q9NRX1	1	601	533
P08571	P20333	1	12	739
P03956	P25116	1	461	279
P03372	Q15021	1	682	103
P04629	Q03135	1	171	717
P01106	P10415	1	601	634
P03372	Q02790	1	682	192
P00797	P01019	1	459	94
O95760	P08246	1	704	676
P28329	Q14511	1	766	97
P04792	P26599	1	484	742
O95477	P52732	1	688	381
P28482	Q07666	1	558	746
O14920	Q9ULZ3	1	652	656
P08246	Q07954	1	676	163
P06241	P16671	1	816	397
P04629	Q99523	1	171	647
O43464	Q00535	1	55	32
Q07954	Q96S59	1	163	657
P0CG47	Q13501	1	709	675
P02545	P06493	1	42	559
P08473	P11142	1	15	611
P01100	Q92945	1	602	687
P01023	P02649	1	781	59
P24522	P38936	1	571	564
P05067	P11245	1	264	68
P31749	Q9UQM7	1	2	114
P08865	Q5S007	1	518	133
P04629	Q16698	1	171	778
P05067	P27797	1	264	221
P36956	P54253	1	320	362
P09211	P62993	1	431	231
P42858	Q9UMX0	1	64	403
P38398	P55072	1	551	495
P08842	Q9Y6M5	1	48	790
P12830	Q92793	1	730	480
P63104	Q13131	1	295	373
Q15628	Q96CV9	1	745	774
P00441	P38646	1	361	351
P17676	P27361	1	783	180
P00533	Q14956	1	322	428
P19793	Q03181	1	323	679
P08670	P19320	1	469	58
P05067	Q13627	1	264	490
P10147	P51681	1	83	519
P37198	Q5S007	1	385	133
P18848	Q96BI3	1	411	689
O43889	Q9Y287	1	436	510
P09874	P10827	1	752	50
Q13224	Q9UQM7	1	409	114
P08047	P51587	1	583	105
P08603	P11215	1	815	405
P50570	P60709	1	127	181
P00450	P02647	1	607	771
O96017	P78362	1	499	531
Q15303	Q9NZC7	1	638	148
O60603	P01137	1	317	314
P00488	P08697	1	216	595
P01106	Q96EB6	1	601	153
O14920	P35222	1	652	345
P11021	P25705	1	812	785
P07900	Q08345	1	637	456
P11166	P41597	1	579	747
P13639	Q13469	1	183	111
P12830	Q03135	1	730	717
P25025	P42261	1	149	623
P07384	P13639	1	754	183
O14654	P63104	1	594	295
O15350	P04637	1	789	723
P42704	Q6UB35	1	386	26
P08571	P16671	1	12	397
P03372	P62753	1	682	18
P03372	P05090	1	682	298
P07900	P48681	1	637	733
P0CG47	P10644	1	709	636
P37840	Q13526	1	173	472
P04637	P29466	1	723	552
P25490	Q06546	1	506	384
Q13133	Q13451	1	603	439
P05067	P22415	1	264	708
P02511	P12830	1	555	730
O15350	P38646	1	789	351
P00441	P02545	1	361	42
O95185	P53355	1	694	370
P30041	Q03181	1	223	679
O00206	P08571	1	143	12
P14136	P42858	1	485	64
P53355	Q14457	1	370	725
P04271	P06703	1	417	250
O15118	Q03135	1	176	717
P11142	Q9H4A3	1	611	563
P09622	P34932	1	776	625
P06493	Q96FF9	1	559	134
P24593	P35858	1	453	514
Q03135	Q12933	1	717	41
O95433	P06730	1	632	369
P15104	Q03181	1	578	679
P02461	Q92743	1	421	549
P50570	Q9Y5K6	1	127	91
P10147	P14735	1	83	69
P00533	P19438	1	322	265
P00533	P07237	1	322	535
P04629	P27348	1	171	500
Q07666	Q9UBN7	1	746	722
P03372	P21333	1	682	489
P49810	Q9UQB3	1	283	1
P27361	P56524	1	180	504
P04083	P63104	1	450	295
P04406	P09104	1	326	393
O00327	P35869	1	749	27
P08047	Q92793	1	583	480
P09917	Q92542	1	566	690
P19438	P53355	1	265	370
P11142	P20700	1	611	400
P30613	Q9NZC7	1	4	148
P10827	Q13901	1	50	65
P10809	Q15021	1	529	103
P06493	P10636	1	559	588
P04637	P18146	1	723	256
P29965	Q12933	1	60	41
O75791	P50570	1	73	127
P27348	Q8IX03	1	500	794
P60709	Q96EB6	1	181	153
P08138	P27361	1	346	180
P03372	P22415	1	682	708
P00734	P01042	1	130	435
P03372	P10275	1	682	54
P09936	P46527	1	475	512
P09601	P31749	1	418	2
P05067	P35558	1	264	348
P06733	Q96QK1	1	368	801
P11926	Q02750	1	367	162
P06241	P08575	1	816	9
P04629	P28482	1	171	558
P38936	P42574	1	564	817
P04278	P98164	1	423	786
P00533	P10644	1	322	636
O75475	P17096	1	803	342
P54253	P56524	1	362	504
P06702	Q15853	1	251	648
P07101	P08651	1	106	96
P07900	P08253	1	637	72
P06241	Q07666	1	816	746
P05067	P39060	1	264	239
P04629	Q16643	1	171	466
P63104	Q13153	1	295	102
P32119	Q99714	1	548	511
P04150	P45983	1	486	375
P27797	P55072	1	221	495
O60674	P10912	1	354	189
P54646	Q9Y478	1	165	6
P02545	P30519	1	42	263
P04637	P15036	1	723	304
P27361	P37840	1	180	173
P25445	Q14194	1	438	667
P00519	P46108	1	782	686
P09651	Q13155	1	78	651
P01375	P09603	1	692	0
O14920	P10415	1	652	634
P07550	Q08209	1	664	74
P19838	Q96EB6	1	492	153
P06213	Q9Y4H2	1	124	213
P11021	Q13469	1	812	111
O00548	O14672	1	434	117
P55072	Q08209	1	495	74
P04406	P07550	1	326	664
P06493	P21796	1	559	401
P56817	Q96S59	1	175	657
P00533	Q9UKG1	1	322	378
P04083	P12830	1	450	730
P07900	P29474	1	637	301
P53805	Q08209	1	644	74
P10809	P10909	1	529	772
P09211	Q9NRX1	1	431	533
P63104	Q12800	1	295	174
O95477	Q9UQ26	1	688	536
P18615	P78362	1	570	531
P03372	P17676	1	682	783
Q13627	Q96EB6	1	490	153
P08670	P0CG47	1	469	709
P37198	Q13526	1	385	472
P04629	Q9UJW0	1	171	122
P37840	P51693	1	173	732
P34932	Q5S007	1	625	133
P38936	Q01094	1	564	617
P01033	P08253	1	85	72
P10415	Q9Y4H2	1	634	213
P04150	Q96T58	1	486	661
P02655	P02768	1	193	49
P14416	P42262	1	334	624
P03372	Q96EB6	1	682	153
P11802	P51693	1	170	732
P42704	Q96EB6	1	386	153
P02768	P98164	1	49	786
P09211	P19320	1	431	58
P02649	P07858	1	59	37
P02766	P98160	1	53	135
P09651	Q06830	1	78	341
P02647	P04114	1	771	591
P48736	Q01105	1	233	309
P62993	Q9UQ26	1	231	536
P08651	P09874	1	96	752
P25098	P51681	1	182	519
P05067	P41597	1	264	747
P10636	P55210	1	588	513
P04406	P42858	1	326	64
P28482	P47712	1	558	273
P25025	P55072	1	149	495
P29475	P34932	1	302	625
P02545	Q5S007	1	42	133
P11473	P55055	1	311	128
P09038	P21964	1	347	316
P11586	Q16643	1	187	466
P04637	P20226	1	723	525
P19438	Q13501	1	265	675
P20226	P41235	1	525	503
P62993	Q9Y286	1	231	532
P56817	Q07954	1	175	163
P09651	Q04760	1	78	718
Q6UUV9	Q92793	1	278	480
Q12933	Q8TEL6	1	41	66
P00533	P17096	1	322	342
P07550	P55072	1	664	495
Q13469	Q9H2P0	1	111	318
O14757	Q13315	1	487	726
P08670	P17600	1	469	294
Q00535	Q05193	1	32	108
P34932	Q96QC0	1	625	201
P35222	P49841	1	345	412
P20226	P42858	1	525	64
P01023	P60709	1	781	181
P05019	P08833	1	505	646
P02649	P10636	1	59	588
P42574	Q08209	1	817	74
P34932	Q13155	1	625	651
P06493	P20338	1	559	743
Q13501	Q5S007	1	675	133
O95433	P08670	1	632	469
P08069	P10912	1	217	189
P78352	Q16620	1	81	715
P0DP24	P35558	1	70	348
P03372	Q16643	1	682	466
P01106	P26599	1	601	742
O76074	P42574	1	395	817
P02751	Q13155	1	333	651
P00519	P08922	1	782	47
P02751	P13639	1	333	183
P49768	P49841	1	798	412
O75553	Q07954	1	445	163
P04792	Q9UBN7	1	484	722
P10275	P60709	1	54	181
P08172	Q9HAB3	1	160	166
P04275	P07237	1	420	535
P01024	P41235	1	780	503
Q13148	Q92731	1	691	312
P38936	Q01105	1	564	309
P04629	P08758	1	171	767
P10809	P19838	1	529	492
Q03135	Q07954	1	717	163
P00734	P35638	1	130	805
P04629	Q15650	1	171	777
P07900	P34932	1	637	625
P14784	P55072	1	534	495
P04406	P06733	1	326	368
P31749	P42574	1	2	817
P09543	Q9ULK4	1	306	799
P05198	Q9NZJ5	1	207	493
P02751	P15559	1	333	23
P62993	Q9Y5K6	1	231	91
O14920	O15350	1	652	789
O96008	P34932	1	268	625
P12830	Q08345	1	730	456
P05067	P49810	1	264	283
P03372	P06396	1	682	441
P16949	Q13555	1	235	797
P11142	P45983	1	611	375
P04629	Q13356	1	171	340
P01106	P60709	1	601	181
P01042	P25774	1	435	131
P08183	Q03135	1	22	717
P00519	Q99572	1	782	407
P04629	Q8IX18	1	171	220
O14867	P16220	1	289	468
Q15078	Q5TCY1	1	293	67
P11021	Q96EB6	1	812	153
P04629	Q96S59	1	171	657
P41235	P56524	1	503	504
P09488	P62993	1	658	231
P18433	P63104	1	626	295
O00116	P07550	1	380	664
P07900	P11586	1	637	187
P10909	Q07812	1	772	773
P11142	P35222	1	611	345
P04062	P37840	1	618	173
P62993	Q07869	1	231	809
P40763	Q92793	1	190	480
P42345	Q96EB6	1	720	153
P11831	P19793	1	52	323
P01584	Q9ULZ3	1	574	656
P14317	P62993	1	467	231
P15529	P78352	1	802	81
P13639	P27348	1	183	500
P0CG47	P62993	1	709	231
P19793	P49841	1	323	412
O14558	P04792	1	40	484
P30613	Q05639	1	4	274
O00329	P48736	1	447	233
O96017	Q96EB6	1	499	153
P31749	Q9H4A3	1	2	563
P20700	P35222	1	400	345
P20226	P35869	1	525	27
P07237	P11021	1	535	812
P35568	Q5S007	1	113	133
O75469	P07900	1	226	637
Q13451	Q8N165	1	439	643
P00441	P07741	1	361	550
P08670	P55210	1	469	513
P55072	Q9NRX1	1	495	533
P10636	Q9UQF2	1	588	678
P34932	Q99933	1	625	24
P35222	Q15078	1	345	293
P10415	Q07869	1	634	809
O15350	P45983	1	789	375
P24386	P37198	1	211	385
P31749	Q13541	1	2	599
P62753	Q92731	1	18	312
Q12926	Q13310	1	276	546
P01375	P02545	1	692	42
P04629	P62993	1	171	231
P00734	P00749	1	130	388
P04629	P07900	1	171	637
P05067	Q9BXS0	1	264	197
P20700	P27348	1	400	500
P32297	Q9UMX0	1	731	403
P06213	P07550	1	124	664
P46531	P49841	1	269	412
P01106	P10809	1	601	529
O00429	P34932	1	440	625
P41970	P62993	1	376	231
P01024	P17927	1	780	324
P00533	P15104	1	322	578
O43889	P29972	1	436	287
P42858	P63000	1	64	44
P40189	Q9UMX0	1	567	403
Q9BRK5	Q9UQ07	1	604	353
P04792	P08865	1	484	518
Q15853	Q9H4A3	1	648	563
O15524	P22607	1	507	597
P01106	Q92769	1	601	683
P02686	P06493	1	95	559
P00747	P14780	1	383	516
O00429	P49841	1	440	412
P03372	P09874	1	682	752
Q13627	Q9ULK4	1	490	799
P04792	P36957	1	484	319
P37231	Q92993	1	259	755
P31749	P54253	1	2	362
O15516	P19793	1	88	323
Q96QC0	Q9ULK4	1	201	799
P02511	P29965	1	555	60
O75791	Q07666	1	73	746
P01100	P47712	1	602	273
O75791	P00519	1	73	782
P21333	P49810	1	489	283
P04637	P41235	1	723	503
A4D1B5	P05067	1	209	264
P17676	P56524	1	783	504
P28482	Q08752	1	558	416
P02511	P34932	1	555	625
P17936	P35858	1	86	514
O00418	P06493	1	659	559
P04150	P34932	1	486	625
P05091	Q9NZT1	1	299	610
P35462	P62993	1	474	231
P00519	P08047	1	782	583
P08670	P68133	1	469	329
P12830	Q01094	1	730	617
O14939	P60709	1	430	181
P16949	P68363	1	235	3
P03372	Q9UQ35	1	682	432
O95433	P07900	1	632	637
P05067	Q92879	1	264	811
P02741	P02751	1	576	333
P11142	P37840	1	611	173
P23560	Q16620	1	662	715
P02511	P55212	1	555	515
P07550	P08887	1	664	150
O75469	Q9BRK5	1	226	604
O00499	P68133	1	36	329
P35222	Q9UI47	1	345	377
P06241	P18433	1	816	626
P12277	Q9C0B1	1	699	291
P05067	P48730	1	264	228
P01100	Q96EB6	1	602	153
O95433	Q13451	1	632	439
P11021	Q13131	1	812	373
P19838	Q13148	1	492	691
P01106	Q16236	1	601	315
P30041	Q9Y5K6	1	223	91
P10275	P17936	1	54	86
Q92542	Q9NZ42	1	690	660
Q03135	Q15628	1	717	745
P03372	P34932	1	682	625
P09651	Q16539	1	78	759
P17096	Q92793	1	342	480
Q92769	Q9H9B1	1	683	410
P11802	P37840	1	170	173
P04083	P30613	1	450	4
O15294	P04629	1	177	171
P00519	P51587	1	782	105
P08246	P10809	1	676	529
P07550	Q8IZY2	1	664	696
P36957	P62993	1	319	231
P10275	Q02790	1	54	192
P56524	P63165	1	504	577
P00533	P28799	1	322	206
P14555	Q14194	1	338	667
P07900	Q13356	1	637	340
O95197	P43220	1	757	477
P06493	P52732	1	559	381
P12004	P18887	1	814	57
P11021	Q9UQ35	1	812	432
P00533	P17600	1	322	294
P0DP24	Q9Y2W7	1	70	663
P04637	P16220	1	723	468
P03372	P36956	1	682	320
P04637	P60709	1	723	181
